87,8,88,9,99.9771,1,1
86,9,87,10,99.9771,1,1
87,9,88,10,99.9771,1,1
88,8,89,9,99.9771,1,1
89,8,90,9,99.9771,1,1
88,9,89,10,99.9771,1,1
89,9,90,10,99.9771,1,1
90,8,91,9,99.9771,1,1
91,8,92,9,99.9771,1,1
90,9,91,10,99.9771,1,1
91,9,92,10,99.9771,1,1
72,26,73,27,99.9771,1,1
73,26,74,27,99.9771,1,1
72,27,73,28,99.9771,1,1
73,27,74,28,99.9771,1,1
74,26,75,27,99.9771,1,1
75,26,76,27,99.9771,1,1
74,27,75,28,99.9771,1,1
75,27,76,28,99.9771,1,1
76,26,77,27,99.9771,1,1
77,26,78,27,99.9771,1,1
76,27,77,28,99.9771,1,1
77,27,78,28,99.9771,1,1
